,Human Universal Affordance,Funtional Name,Objects,Counts,Reference 1,Reference 2,Reference 3,Cultures (From References),Dollar Street topic,image id
133,Beautifying,decorating walls,picture,55,"Ainsworth, M. D. (Salter). (1967). Infancy in Uganda: infant care and the growth of love. Johns Hopkins Press. https://ehrafworldcultures.yale.edu/document?id=fk07-018",,,Africa-Uganda,wall decoration,assets/5d4be152cf0b3a0f3f33add5/5d4be152cf0b3a0f3f33add5.jpg
134,Beautifying,decorating walls,framed artwork,21,"Amadiume, I. (2003). Culture summary: Igbo. HRAF. https://ehrafworldcultures.yale.edu/document?id=ff26-000",,,Africa-Nigeria,wall decoration,assets/5ec4f933f0611d7ddd741558/5ec4f933f0611d7ddd741558.jpg
135,Beautifying,decorating walls,painting,54,"Ainsworth, M. D. (Salter). (1967). Infancy in Uganda: infant care and the growth of love. Johns Hopkins Press. https://ehrafworldcultures.yale.edu/document?id=fk07-018",,,Africa-Uganda,wall decoration,assets/5d4be975cf0b3a0f3f348a78/5d4be975cf0b3a0f3f348a78.jpg
136,Beautifying,decorating walls,mural,3,"Halpern, J. M. (1967). A Serbian village. In Harper colophon books (pp. xxvi, 358). Harper & Row. https://ehrafworldcultures.yale.edu/document?id=ef06-025",,,Europe-Serbia,wall decoration,assets/5d4bea39cf0b3a0f3f34a06c/5d4bea39cf0b3a0f3f34a06c.jpg
137,Beautifying,decorating walls,potted plant,4,"Osgood, C. (1951). The Koreans and their culture. The Ronald Press Company. https://ehrafworldcultures.yale.edu/cultures/aa01/documents/022",,,Asia-Korea,wall decoration,assets/5d4bef4bcf0b3a0f3f352fc2/5d4bef4bcf0b3a0f3f352fc2.jpg
138,Beautifying,decorating walls,banner,4,"Densmore, F. (1913). Chippewa music: volume 2. Govt. print. off. https://ehrafworldcultures.yale.edu/document?id=ng06-016",,,America-Canada,wall decoration,assets/5d4be76dcf0b3a0f3f3456c8/5d4be76dcf0b3a0f3f3456c8.jpg
139,Beautifying,decorating walls,photo collection,7,"Privratsky, B. G. (2001). Muslim Turkistan: Kazak religion and collective memory. Curzon Press. https://ehrafworldcultures.yale.edu/document?id=rq02-020",,,Europe-Kazakhstan,wall decoration,assets/5d4bed20cf0b3a0f3f34f0e0/5d4bed20cf0b3a0f3f34f0e0.jpg
140,Beautifying,decorating walls,poster,26,"Benet, S., & Benet, S. (1970). The village of Viriatino: an ethnographic study of a Russian village from before the revolution to the present. Anchor Books. https://ehrafworldcultures.yale.edu/cultures/rf10/documents/086",,,Europe-Russia,wall decoration,assets/5d4bef77cf0b3a0f3f3534d0/5d4bef77cf0b3a0f3f3534d0.jpg
141,Beautifying,decorating walls,sign,11,"Pearson, L. E. (1957). Elizabethans at home. Stanford University Press. p548 https://ehrafworldcultures.yale.edu/document?id=es14-010",,,Europe-Britain,wall decoration,assets/5d4be798cf0b3a0f3f345ba6/5d4be798cf0b3a0f3f345ba6.jpg
142,Beautifying,decorating walls,portrait,2,"Emmison, F. G. (Frederick G. (1964). Tudor food and pastimes. E. Benn. p. 26 https://ehrafworldcultures.yale.edu/document?id=es14-008",,,Europe-Britain,wall decoration,assets/5d4be9eccf0b3a0f3f349874/5d4be9eccf0b3a0f3f349874.jpg
143,Beautifying,decorating walls,sticker,4,"Kranzler, G. (1995). Hasidic Williamsburg: a contemporary American Hasidic community. Jason Aronson Inc. p281. https://ehrafworldcultures.yale.edu/document?id=n011-012",,,America-US,wall decoration,assets/5d4be9c3cf0b3a0f3f3493a8/5d4be9c3cf0b3a0f3f3493a8.jpg
144,Beautifying,decorating walls,collage,3,"Altman, I., & Ginat, J. (1996). Polygamous families in contemporary society. p241. Cambridge University Press. https://ehrafworldcultures.yale.edu/document?id=nt24-081",,,America-US,wall decoration,assets/5d4bedd6cf0b3a0f3f350596/5d4bedd6cf0b3a0f3f350596.jpg
145,Beautifying,decorating walls,religious artwork,7,"Schultz, J. M. (Jack M. (1999). The Seminole Baptist churches of Oklahoma: maintaining a traditional community. In The civilization of the American Indian series: Vol. v. 233 (pp. xii, 260). University of Oklahoma Press. p87. https://ehrafworldcultures.yale.edu/document?id=nn16-043",,,America-US,wall decoration,assets/5d4bf054cf0b3a0f3f354bdc/5d4bf054cf0b3a0f3f354bdc.jpg
146,Beautifying,decorating walls,flower,12,"Hickman, J. M. (1971). The Aymara of Chinchera, Peru: persistence and change in a bicultural context. p126. University Microfilms. https://ehrafworldcultures.yale.edu/document?id=sf05-013",,,America-Peru,wall decoration,assets/5d4bec90cf0b3a0f3f34e24c/5d4bec90cf0b3a0f3f34e24c.jpg
147,Beautifying,decorating walls,curtain,3,"La Russo, M. grace. (1991). A portrait of third generation Italian-American family life: interviews and observations with six families. pp 53. University Microfilms. https://ehrafworldcultures.yale.edu/document?id=n010-040",,,America-US,wall decoration,assets/5d4bdf59cf0b3a0f3f33781b/5d4bdf59cf0b3a0f3f33781b.JPG
148,Beautifying,decorating walls,vase,11,"Powdermaker, H. (1968). After freedom: a cultural study in the Deep South. In Studies in American Negro life (pp. xxi, 408). Atheneum. pp 87. https://ehrafworldcultures.yale.edu/document?id=nk04-028",,,America-US,wall decoration,assets/5d4be104cf0b3a0f3f33a4d7/5d4be104cf0b3a0f3f33a4d7.jpg
149,Beautifying,decorating walls,figurine,3,"Altman, I., & Ginat, J. (1996). Polygamous families in contemporary society. p241. Cambridge University Press. https://ehrafworldcultures.yale.edu/document?id=nt24-081",,,America-US,wall decoration,assets/5d4bf1f9cf0b3a0f3f357750/5d4bf1f9cf0b3a0f3f357750.jpg
150,Beautifying,decorating walls,drawing,4,"Westerman, D. H., & Schütze, F. (1921). The Kpelle: a negro tribe in Liberia. Vandenhoeck & Ruprecht ; J. C. Hinrichs’sche Buchhandlung. pp81. https://ehrafworldcultures.yale.edu/document?id=fd06-007",,,Africa-Liberia,wall decoration,assets/5d4be305cf0b3a0f3f33d9b9/5d4be305cf0b3a0f3f33d9b9.jpg
151,Beautifying,adorning the body,necklace,161,"Hungry Wolf, A. (1977). The Blood People: a division of the Blackfoot Confederacy : an illustrated interpretation of the old ways. Harper &Row. pp28. https://ehrafworldcultures.yale.edu/document?id=nf06-021",,,America-Canada,jewelry and necklace and piercings,assets/5ec4f871f0611d7ddd740ed8/5ec4f871f0611d7ddd740ed8.jpg
152,Beautifying,adorning the body,ring,42,"Ahmed, A. S. (1980). Pukhtun economy and society: traditional structure and economic development in a tribal society. In International library of anthropology (pp. 16, 406). Routledge & Kegan Paul. https://ehrafworldcultures.yale.edu/document?id=au04-001",,,Asia-Afghanistan,jewelry,assets/5d4be337cf0b3a0f3f33dead/5d4be337cf0b3a0f3f33dead.jpg
153,Beautifying,adorning the body,bead,9,"Hungry Wolf, A. (1977). The Blood People: a division of the Blackfoot Confederacy : an illustrated interpretation of the old ways. Harper &Row. pp28. https://ehrafworldcultures.yale.edu/document?id=nf06-021",,,America-Canada,jewelry,assets/5edf78ee12a02210b887d4d2/5edf78ee12a02210b887d4d2.jpg
154,Beautifying,adorning the body,earring,182,"Schultze, L. S., Knight, E. C., & Ziolkowski, T. (1907). In Namaland and the Kalahari. Gustav Fischer. pp 63. https://ehrafworldcultures.yale.edu/document?id=fx13-001",,,Africa-South Africa,jewelry and earing and piercings,assets/5f63b8edeb4230c8b182713c/5f63b8edeb4230c8b182713c.jpg
155,Beautifying,adorning the body,bracelet,68,"Ahmed, A. S. (1980). Pukhtun economy and society: traditional structure and economic development in a tribal society. In International library of anthropology (pp. 16, 406). Routledge & Kegan Paul. https://ehrafworldcultures.yale.edu/document?id=au04-001",,,Asia-Afghanistan,jewelry,assets/5f174618755ac354120e63d0/5f174618755ac354120e63d0.jpg
156,Beautifying,adorning the body,watch,5,"Winstedt, R. (1925). Life and customs: the circumstances of Malay life, the kampong, the house, furniture, dress, food. In Papers on Malay subjects (pp. iii, 89). Printed by J. E. Wallace at the F. M. S. Govt. Press. pp 50. https://ehrafworldcultures.yale.edu/document?id=an05-019",,,Asia-Malaysia,jewelry,assets/5d4be02acf0b3a0f3f338bf2/5d4be02acf0b3a0f3f338bf2.jpg
157,Beautifying,adorning the body,rosary,1,"Waddell, L. A. (Laurence A. (1895). The Buddhism of Tibet: or Lamaism; with its mystic cults, symbolism and mythology, and in its relation to Indian Buddhism. W.H. Allen & Co. Ltd.  pp 202. https://ehrafworldcultures.yale.edu/document?id=aj01-010",,,Asia-China,jewelry,assets/5ec4f7dbf0611d7ddd7409bf/5ec4f7dbf0611d7ddd7409bf.jpg
158,Beautifying,adorning the body,piercing,15,"Schebesta, P., & Schütze, F. (1954). The Negritos of Asia; vol. 2, ethnography of the Negritos: half-vol. 1, economy and sociology. In Studia Instituti Anthropos (Vol. 12, p. HRAF ms: vii, 351  [original: xiv, 340]). St. -Gabriel-Verlag. pp 41. https://ehrafworldcultures.yale.edu/document?id=an07-001",,,Asia-Malaysia,piercings,assets/5d4be118cf0b3a0f3f33a70f/5d4be118cf0b3a0f3f33a70f.jpeg
159,Beautifying,adorning the body,bindi,1,"Antony, M. G. (2010). On the spot: Seeking acceptance and expressing resistance through the bindi. Journal of International and Intercultural Communication, 3(4), 346-368.",,,Asia-India,piercings,assets/5ec4f81bf0611d7ddd740bec/5ec4f81bf0611d7ddd740bec.jpg
160,Beautifying,adorning the body,tattoo,50,"Schebesta, P., & Schütze, F. (1954). The Negritos of Asia; vol. 2, ethnography of the Negritos: half-vol. 1, economy and sociology. In Studia Instituti Anthropos (Vol. 12, p. HRAF ms: vii, 351  [original: xiv, 340]). St. -Gabriel-Verlag. pp 41. https://ehrafworldcultures.yale.edu/document?id=an07-001",,,Asia-Malaysia,tattoos,assets/5d4be13dcf0b3a0f3f33ab6f/5d4be13dcf0b3a0f3f33ab6f.jpg
161,Beautifying,enhancing body appearance,oil,11,"Temple, R. C. (1903). Ethnography. In Census of India, 1901: Vol. Vol. 3 (pp. 47–68). Office of the Superintendent of Government Printing, India. pp 64. https://ehrafworldcultures.yale.edu/document?id=az02-014",,,Asia-India,make up,assets/5d4be64ccf0b3a0f3f3436ad/5d4be64ccf0b3a0f3f3436ad.JPG
162,Beautifying,enhancing body appearance,lipstick,31,"Behrens, C. A. (1988). Time allocation among the Shipibo of Nuevo Eden. In Cross-cultural studies in time allocation: Vol. v. 4 (pp. ix, 87). pp 81. Human Relations Area Files. https://ehrafworldcultures.yale.edu/document?id=se26-001",,,America-Peru,make up,assets/5d4be367cf0b3a0f3f33e38f/5d4be367cf0b3a0f3f33e38f.jpg
163,Beautifying,enhancing body appearance,lotion,21,"Smithson, C. L. (1959). The Havasupai woman. In Anthropological papers (Issue 38, pp. viii, 170). University of Utah Press. pp 72. https://ehrafworldcultures.yale.edu/document?id=nt14-004",,,America-US,make up,assets/5d4bf299cf0b3a0f3f3588c4/5d4bf299cf0b3a0f3f3588c4.jpg
164,Beautifying,enhancing body appearance,makeup,85,"Kennedy, M. J. (1957). Panjabi urban society. In pakistan: society and culture (pp. 81–103). Human Relations Area Files, Inc. pp 89. https://ehrafworldcultures.yale.edu/cultures/at03/documents/009",,,Asia-India,make up,assets/5ec4f95df0611d7ddd7416ba/5ec4f95df0611d7ddd7416ba.JPG
165,Beautifying,enhancing body appearance,eyeshadow,4,"James, K. (1994). Effeminate males and changes in the construction of gender in Tonga. Pacific Studies, Vol. 17(2), 39–69. pp 52. https://ehrafworldcultures.yale.edu/document?id=ou09-130",,,Oceania-Tonga,make up,assets/5d4bee77cf0b3a0f3f35170e/5d4bee77cf0b3a0f3f35170e.jpg
166,Beautifying,enhancing body appearance,nail polish,5,"James, K. (1994). Effeminate males and changes in the construction of gender in Tonga. Pacific Studies, Vol. 17(2), 39–69. pp 52. https://ehrafworldcultures.yale.edu/document?id=ou09-130",,,Oceania-Tonga,make up,assets/5d4be8c9cf0b3a0f3f347690/5d4be8c9cf0b3a0f3f347690.jpg
167,Beautifying,enhancing body appearance,mascara,3,"Di Leonardo, M. (1984). The varieties of ethnic experience: kinship, class and gender among California Italian-Americans. In Anthropology of contemporary issues (p. 262). Cornell University Press. pp 226. https://ehrafworldcultures.yale.edu/document?id=n010-046",,,America-US,make up,assets/5d4bdea5cf0b3a0f3f336649/5d4bdea5cf0b3a0f3f336649.jpg
168,Beautifying,enhancing body appearance,eyeliner,3,"Di Leonardo, M. (1984). The varieties of ethnic experience: kinship, class and gender among California Italian-Americans. In Anthropology of contemporary issues (p. 262). Cornell University Press. pp 226. https://ehrafworldcultures.yale.edu/document?id=n010-046",,,America-US,make up,assets/5d4bedbecf0b3a0f3f3502e6/5d4bedbecf0b3a0f3f3502e6.jpg
169,Beautifying,enhancing body appearance,brush,11,"Gusinde, M., & Schütze, F. (1931). The Fireland Indians: Vol. 1. The Selk’nam, on the life and thought of a hunting people of the Great Island of Tierra del Fuego. In Expeditions (pp. 32, 1176 , 51 plates). Verlag der Internationalen Zeitschrift. pp 659. https://ehrafworldcultures.yale.edu/cultures/sh04/documents/001",,,America-Argentina,make up,assets/5fd049aaf2d9500e43594fa8/63b1ed9194eadfe6786da837ffa2bd67/previews/1024_01.jpg
170,Beautifying,enhancing body appearance,mirror,23,"Elwin, V. (1947). The Muria and their ghotul. Oxford University Press. pp 386. https://ehrafworldcultures.yale.edu/document?id=aw32-002",,,Asia-India,putting on make up,assets/5fd0273e1f89a90d2a769016/f7e37673503281b79ee63d51a98b0e51/previews/1024_01.jpg
171,Beautifying,enhancing body appearance,fragrance,2,"Schram, L., & Lattimore, O. (1954). The Monguors of the Kansu-Tibetan frontier: their origin, history and social organization. In Transactions (Vol. 44, p. 138). American Philosophical Society. pp 124c. https://ehrafworldcultures.yale.edu/document?id=ae09-001",,,Asia-China,cosmetics,assets/5ec4f9dcf0611d7ddd741b00/5ec4f9dcf0611d7ddd741b00.JPG
172,Cooking,gathering and storing drinking water,bottle,139,"Stephen, -, Alexander MacGregor, & Parsons, E. W. C. (1969). Hopi journal of Alexander M. Stephen. In Columbia University contributions to anthropology: Vol. v. 23 (p. 2 v. (lii, 1417 )). AMS Press. https://ehrafworldcultures.yale.edu/document?id=nt09-047",,,America-US,drinking water,assets/5d4beb95cf0b3a0f3f34c7e6/5d4beb95cf0b3a0f3f34c7e6.jpg
173,Cooking,gathering and storing drinking water,water dispenser,22,"Al Moosa, M. E., Khan, M. A., Alalami, U., & Hussain, A. (2015). Microbiological quality of drinking water from water dispenser machines. International Journal of Environmental Science and Development, 6(9), 710.",,,Asia-UAE,drinking water,assets/5d4be314cf0b3a0f3f33db3b/5d4be314cf0b3a0f3f33db3b.jpg
174,Cooking,gathering and storing drinking water,cup,37,"Newcomb, F. J. (1940). Navajo omens and taboos. Rydal Press. pp.60-61. https://ehrafworldcultures.yale.edu/document?id=nt13-099",,,America-US,drinking water,assets/5fd0396cf2d9500e4358e575/bcd996b47f75dd7746d096babe2ffde2/previews/1024_01.jpg
175,Cooking,gathering and storing drinking water,water tank,17,"Thirumalai, S. (1940). Palakkurichi: (Tanjore Dt.). In some south indian villages: a resurvey with analysis and observations (Issue 6, pp. 117–147). Univeristy of Madras. pp.142 https://ehrafworldcultures.yale.edu/document?id=aw16-045",,,Asia-India,drinking water,assets/5d4bed8fcf0b3a0f3f34fd6a/5d4bed8fcf0b3a0f3f34fd6a.jpg
176,Cooking,gathering and storing drinking water,glass,42,"Bianchi, C. C. (1989). Gubida illness and religious ritual among the Garifuna of Santa Fe, Honduras: an ethnopsychiatric analysis. University Microfilms International. https://ehrafworldcultures.yale.edu/document?id=sa12-016",,,America-US,drinking water,assets/5fd02c57a8444d0db97b424f/4d3056f1fd8bbf50a0d08158a38725fe/previews/1024_01.jpg
177,Cooking,gathering and storing drinking water,water pump,24,"Sorensen, Clark W. 1988. “Over the Mountains Are Mountains: Korean Peasant Households and Their Adaptations to Rapid Industrialization.” In Korean Studies of the Henry M. Jackson School of International Studies, x, 273. Seattle; London: University of Washington Press. https://ehrafworldcultures.yale.edu/cultures/aa01/documents/058.","Nambiar, P. K., & Ramanathan, J. R. (1964). Thiruvellarai. In Census of India 1961: Vol. Vol. 9 (Issue 4, pp. viii, 103). Manager of Publications. https://ehrafworldcultures.yale.edu/document?id=aw16-014",,"Asia-Korea, Asia-India",drinking water,assets/5fd038b3f2d9500e4358e1fb/6ec65dd249158ea1da6a54093e338d94/previews/1024_01.jpg
178,Cooking,gathering and storing drinking water,water cooler,28,"Le Besnerais, H., & Reynolds, P. (1966). Contribution to the study of the Yaruro and Otomac Indians (Venezuela). Bulletin de La Société Suisse Des Américanistes, No. 24, 1962, HRAF ms: 1-25  [original: 7-25 ]. https://ehrafworldcultures.yale.edu/document?id=ss19-006",,,America-Venezuela,drinking water,assets/5d4be36ccf0b3a0f3f33e423/5d4be36ccf0b3a0f3f33e423.jpg
179,Cooking,gathering and storing drinking water,water pot,21,"Rattray, R. S. (Robert S. (1916). Ashanti proverbs: (the primitive ethics of a savage people). At the Clarendon Press. https://ehrafworldcultures.yale.edu/document?id=fe12-014",,,Africa-Ghana,drinking water,assets/5d4be053cf0b3a0f3f339074/5d4be053cf0b3a0f3f339074.jpg
180,Cooking,gathering and storing drinking water,sink,52,"Dubisch, J. (1986). Culture enters through the kitchen: women, food, and social boundaries in rural Greece. In gender & power in rural greece (pp. 195–214). Princeton University Press. https://ehrafworldcultures.yale.edu/document?id=eh01-026",,,Europe-Greece,drinking water,assets/5d4be0edcf0b3a0f3f33a20f/5d4be0edcf0b3a0f3f33a20f.jpg
181,Cooking,gathering and storing drinking water,water fountain,17,"Hasluck, M. M. H., & Hutton, J. H. (John H. (1954). The unwritten law in Albania. University Press. pp 262. https://ehrafworldcultures.yale.edu/document?id=eg01-010",,,Europe-Albania,drinking water,assets/5d4bde46cf0b3a0f3f335d7f/5d4bde46cf0b3a0f3f335d7f.jpg
182,Cooking,gathering and storing drinking water,bucket,38,"Singh, D. Sunder, Olive Joseph, and N. Rama Rao. 1964. “Village Survey Report on Pudukulam.” In Census of India 1961, Vol. 9:xii, 148. Delhi: Manager of Publications. https://ehrafworldcultures.yale.edu/document?id=aw16-028.","Skinner, Elliott P. (Elliott Percival). 1974. African Urban Life: The Transformation of Ouagadougou. Princeton, N.J.: Princeton University Press. https://ehrafworldcultures.yale.edu/document?id=fa28-013.",,"Africa-Burkina Faso, Asia-India",drinking water,assets/5d4bf1e9cf0b3a0f3f357564/5d4bf1e9cf0b3a0f3f357564.jpg
183,Cooking,gathering and storing drinking water,river,2,"Gallin, Bernard. 1966. Hsin Hsing, Taiwan: A Chinese Village in Change. Berkeley: University of California Press. pp 263. https://ehrafworldcultures.yale.edu/document?id=ad05-001.",,,Asia-Taiwan,get water,assets/5d4bef1fcf0b3a0f3f352a8c/5d4bef1fcf0b3a0f3f352a8c.jpg
184,Cooking,gathering and storing drinking water,pitcher,21,"Hasluck, M. M. H., & Hutton, J. H. (John H. (1954). The unwritten law in Albania. University Press. pp 262. https://ehrafworldcultures.yale.edu/document?id=eg01-010",,,Europe-Albania,drinking water,assets/5d4be91dcf0b3a0f3f348048/5d4be91dcf0b3a0f3f348048.jpg
185,Cooking,gathering and storing drinking water,water barrel,16,"Campbell, J. K. (1964). Honour, family and patronage: a study of institutions and moral values in a Greek mountain community. Clarendon Press. https://ehrafworldcultures.yale.edu/document?id=eh01-011",,,Europe-Greece,drinking water,assets/5d4be045cf0b3a0f3f338ec8/5d4be045cf0b3a0f3f338ec8.jpg
186,Cooking,gathering and storing drinking water,faucet,72,"Maretzki, T. W., Maretzki, H., & Whiting, B. B. (1963). Taira: an Okinawan village. In six cultures?: studies of child rearing (pp. 1–13, 363–539). John Wiley and Sons, Inc. https://ehrafworldcultures.yale.edu/document?id=ac07-002","Chavez, L. R. (Leo R. (1998). Shadowed lives: undocumented immigrants in American society. In Case studies in cultural anthropology (pp. xvii, 222). Harcourt Brace College Publishers. https://ehrafworldcultures.yale.edu/document?id=n007-036",,"Asia-Japan, America-US",drinking water,assets/5fd044fef2d9500e43592f16/d500e1641864df440184bf80774f29ce/previews/1024_01.jpg
187,Cooking,gathering and storing drinking water,calabash,1,"Skinner, Elliott P. (Elliott Percival). 1974. African Urban Life: The Transformation of Ouagadougou. Princeton, N.J.: Princeton University Press. https://ehrafworldcultures.yale.edu/document?id=fa28-013.",,,Africa-Burkina Faso,drinking water,assets/5d4be747cf0b3a0f3f345294/5d4be747cf0b3a0f3f345294.jpg
188,Cooking,gathering and storing drinking water,jerrycan,1,"Bianchi, C. C. (1989). Gubida illness and religious ritual among the Garifuna of Santa Fe, Honduras: an ethnopsychiatric analysis. University Microfilms International. pp 64. https://ehrafworldcultures.yale.edu/document?id=sa12-016",,,Africa-Libya,drinking water,assets/5d4beefbcf0b3a0f3f35266e/5d4beefbcf0b3a0f3f35266e.jpg
189,Cooking,providing heat for cooking,stove,446,"Pierce, J. E. (1964). Life in a Turkish village. In Case studies in cultural anthropology (pp. xii, 102). Holt, Rinehart and Winston. https://ehrafworldcultures.yale.edu/document?id=mb01-003",,,"Europe-Turkey, Asia-Turkey",stove/hob,assets/5d4be18bcf0b3a0f3f33b375/5d4be18bcf0b3a0f3f33b375.JPG
190,Cooking,providing heat for cooking,oven,207,"Roberts, J. M. (John M. (1956). Zuni daily life. In Monograph ; Note book (Issue 2, p. HRAF pagination: 1A-137B). Laboratory of Anthropology, University of Nebraska. pp 116a. https://ehrafworldcultures.yale.edu/document?id=nt23-002",,,America-US,stove/hob,assets/5d4beba3cf0b3a0f3f34c988/5d4beba3cf0b3a0f3f34c988.jpg
191,Cooking,providing heat for cooking,microwave,55,"Gutierrez, C. P. (1992). Cajun foodways. University Press of Mississippi. pp 74. https://ehrafworldcultures.yale.edu/document?id=no12-007",,,America-US,stove/hob,assets/5d4bded4cf0b3a0f3f336a4f/5d4bded4cf0b3a0f3f336a4f.jpg
192,Cooking,providing heat for cooking,fire pit,69,"Pierce, J. E. (1964). Life in a Turkish village. In Case studies in cultural anthropology (pp. xii, 102). Holt, Rinehart and Winston. https://ehrafworldcultures.yale.edu/document?id=mb01-003",,,"Europe-Turkey, Asia-Turkey",stove/hob,assets/5d4bf472cf0b3a0f3f35ba86/5d4bf472cf0b3a0f3f35ba86.jpg
193,Cooking,providing heat for cooking,hot plate,3,"Condon, R. G. (Richard G. (1983). Inuit behavior and seasonal change in the Canadian Arctic. In Studies in cultural anthropology (p. 228). UMI Research Press. https://ehrafworldcultures.yale.edu/document?id=nd08-034",,,America-Canada,stove/hob,assets/5d4be810cf0b3a0f3f346893/5d4be810cf0b3a0f3f346893.jpg
194,Cooking,providing heat for cooking,stone stove,2,"Rockhill, William Woodville. 1895. “Notes on the Ethnology of Tibet.” In Report of the U.S. National Museum for 1893, 665-747 , plates. Washington, D.C.: Smithsonian Institution. https://ehrafworldcultures.yale.edu/document?id=aj01-011.",,,China-Tibet,stove/hob,assets/5d4bee3bcf0b3a0f3f351044/5d4bee3bcf0b3a0f3f351044.jpg
195,Cooking,providing heat for cooking,grill,7,"Page, H. R., & Adem, T. A. (2009). Culture summary: Burusho. pp 2. HRAF. https://ehrafworldcultures.yale.edu/cultures/av07/documents/000",,,Asia-Pakistan,stove/hob,assets/5d4becefcf0b3a0f3f34eb84/5d4becefcf0b3a0f3f34eb84.jpg
196,Cooking,providing heat for cooking,charcoal stove,1,"Pierce, J. E. (1964). Life in a Turkish village. In Case studies in cultural anthropology (pp. xii, 102). Holt, Rinehart and Winston. https://ehrafworldcultures.yale.edu/document?id=mb01-003",,,"Europe-Turkey, Asia-Turkey",stove/hob,assets/5d4bdf26cf0b3a0f3f337333/5d4bdf26cf0b3a0f3f337333.JPG
197,Cooking,providing heat for cooking,toaster,7,"Evans, E. E. (Emyr E. (1957). Irish folk ways. Routledge and Paul. pp 79. https://ehrafworldcultures.yale.edu/document?id=er06-013",,,Europe-Ireland,stove/hob,assets/5fd03ebff2d9500e43590a23/b4821d36d27aa47827b8f58dd55a1b3f/previews/1024_01.jpg
198,Cooking,providing heat for cooking,brick oven,4,"Parrish, L., Churchill, C., MacGimsey, R., Downes, O., & Rosenbaum, A. (1942). Slave songs of the Georgia Sea Islands. Creative Age Press. pp 244. https://ehrafworldcultures.yale.edu/document?id=nn23-009",,,America-US,stove/hob,assets/5d4bf2b2cf0b3a0f3f358bb0/5d4bf2b2cf0b3a0f3f358bb0.jpg
199,Cooking,providing heat for cooking,stone oven,5,"Stevenson, M. C. E. (1904). The Zuni Indians: their mythology, esoteric fraternities, and ceremonies. In U.S. Bureau of American ethnology. Twenty-third annual report. 1901-1902 (pp. 1-634 , 129 plates (41 in color)). Government Printing Office. pp 365. https://ehrafworldcultures.yale.edu/document?id=nt23-004",,,America-US,stove/hob,assets/5d4bed0ecf0b3a0f3f34eed2/5d4bed0ecf0b3a0f3f34eed2.jpg
200,Cooking,providing heat for cooking,clay stove,1,"Prokof?eva, E. D. (Ekaterina Dmitrievna). 1964. “The Sel’kups.” In The Peoples of Siberia, 587–606. Chicago And London: University of Chicago Press. https://ehrafworldcultures.yale.edu/document?id=ru04-034.",,,Asia-Russia,stove/hob,assets/5d4bec76cf0b3a0f3f34df9a/5d4bec76cf0b3a0f3f34df9a.jpg
201,Cooking,providing space for eating,table,273,"Eells, M. (1877). The Twana Indians of the Skokomish Reservation in Washington Territory. [s.n.]. pp 69. https://ehrafworldcultures.yale.edu/document?id=nr26-002",,,America-US,place where eating dinner,assets/5d4be71acf0b3a0f3f344e66/5d4be71acf0b3a0f3f344e66.jpg
202,Cooking,providing space for eating,chair,24,"Joseph, A., Spicer, R. B., & Chesky, J. (1949). The desert people: a study of the Papago Indians. In [Indian education research series] (Issue 4, pp. xviii, 288 , 21 plates). The University of Chicago Press. pp 44. https://ehrafworldcultures.yale.edu/document?id=nu79-004",,,America-US,place where eating dinner,assets/5d4bea09cf0b3a0f3f349ad2/5d4bea09cf0b3a0f3f349ad2.jpg
203,Cooking,providing space for eating,mat,8,"Raum, O. F. (1973). The social functions of avoidances and taboos among the Zulu. In Monographien zur Völkerkunde (pp. xiv, 576). de Gruyter. pp 382. https://ehrafworldcultures.yale.edu/document?id=fx20-015",,,Africa-South Africa,place where eating dinner,assets/5d4bf035cf0b3a0f3f3548ea/5d4bf035cf0b3a0f3f3548ea.jpg
204,Cooking,providing space for eating,bench,5,"Handelman, D. (1977). Work and play among the aged: interaction, replication and emergence in a Jerusalem setting. Van Gorcum. pp 90. https://ehrafworldcultures.yale.edu/document?id=mf01-006",,,Asia-Isreal,place where eating dinner,assets/5d4be3fdcf0b3a0f3f33f4be/5d4be3fdcf0b3a0f3f33f4be.jpg
205,Cooking,providing space for eating,stool,2,"Lodge, O. (1941). Peasant life in Jugoslavia. Seeley, Service & Co. pp 235. https://ehrafworldcultures.yale.edu/document?id=ef06-010",,,Europe-Serbia,place where eating dinner,assets/5d4beefdcf0b3a0f3f352698/5d4beefdcf0b3a0f3f352698.jpg
206,Cooking,holding food during cooking,bowl,30,"McGee, J. T. (1961). Cultural stability and change among the Montagnais Indians of the Lake Melville region of Labrador. In Anthropological series (pp. 8, 159 , 7 plates). Catholic University of America Press. https://ehrafworldcultures.yale.edu/document?id=nh06-026",,,America-Canada,cooking pots,assets/5d4be0bdcf0b3a0f3f339c81/5d4be0bdcf0b3a0f3f339c81.jpg
207,Cooking,holding food during cooking,pot,213,"Condon, R. G. (Richard G. (1983). Inuit behavior and seasonal change in the Canadian Arctic. In Studies in cultural anthropology (p. 228). UMI Research Press. https://ehrafworldcultures.yale.edu/document?id=nd08-034","Nimmo, H. (2000). Magosaha: an ethnology of the Tawi-Tawi Sama Dilaut. Ateneo de Manila University Press. pp 103. https://ehrafworldcultures.yale.edu/cultures/oa08/documents/003",,"America-Canada, Asia-Philppines",cooking pots,assets/5d4bedd0cf0b3a0f3f3504f4/5d4bedd0cf0b3a0f3f3504f4.jpg
